transaction_id,product_id,sale_date,quantity,price_per_unit
821,109,2025-01-05,5,33.51
822,110,2025-01-08,3,38.21
823,102,2025-01-14,4,40.49
824,110,2025-01-30,4,24.5
825,106,2025-01-01,3,26.85
826,100,2025-01-16,3,37.13
827,110,2025-01-29,2,12.7
828,108,2025-01-08,4,14.53
829,104,2025-01-08,2,20.3
830,107,2025-01-09,3,36.49
831,101,2025-01-15,2,23.95
832,105,2025-01-23,5,24.97
833,101,2025-01-16,5,12.84
834,107,2025-01-06,2,34.03
835,102,2025-01-21,1,31.68
836,107,2025-01-19,2,13.48
837,105,2025-01-06,5,45.17
838,102,2025-01-15,1,30.28
839,108,2025-01-03,4,47.82
840,100,2025-01-27,5,24.1
841,107,2025-01-23,4,21.25
842,105,2025-01-10,1,29.26
843,102,2025-01-04,2,44.76
844,108,2025-01-29,4,14.33
845,109,2025-01-16,2,40.24
846,104,2025-01-24,5,17.37
847,100,2025-01-19,2,30.91
848,101,2025-01-11,1,35.22
849,103,2025-01-22,5,45.45
850,101,2025-01-12,4,19.82
851,103,2025-01-16,2,16.43
852,101,2025-01-06,4,15.1
853,104,2025-01-22,1,34.51
854,105,2025-01-05,5,41.61
855,101,2025-01-07,1,24.27
856,110,2025-01-03,3,43.23
857,102,2025-01-08,3,47.35
858,103,2025-01-25,3,31.59
859,103,2025-01-07,2,14.06
860,108,2025-01-08,4,35.07
861,106,2025-01-30,2,24.68
862,101,2025-01-19,5,20.87
863,100,2025-01-16,2,36.5
864,102,2025-01-09,1,42.03
865,106,2025-01-06,1,44.71
866,104,2025-01-07,4,13.11
867,109,2025-01-19,1,31.52
868,109,2025-01-18,4,20.04
869,101,2025-01-25,5,30.84
870,105,2025-01-17,2,35.25
871,101,2025-01-18,1,38.83
872,109,2025-01-10,2,41.73
873,110,2025-01-19,1,36.21
874,108,2025-01-12,2,42.52
875,102,2025-01-02,1,32.17
876,108,2025-01-08,4,42.17
877,105,2025-01-26,2,30.49
878,101,2025-01-15,5,37.61
879,105,2025-01-30,4,26.5
880,103,2025-01-23,5,39.19
881,106,2025-01-26,4,40.59
882,104,2025-01-20,5,28.8
883,109,2025-01-26,1,22.7
884,100,2025-01-10,1,41.82
885,101,2025-01-19,1,47.81
886,100,2025-01-23,5,17.6
887,103,2025-01-24,1,21.7
888,106,2025-01-13,5,15.09
889,108,2025-01-01,4,25.36
890,106,2025-01-14,1,14.0
891,107,2025-01-02,5,28.7
892,110,2025-01-19,1,10.43
893,106,2025-01-02,3,40.59
894,108,2025-01-15,4,29.5
895,104,2025-01-25,2,12.3
896,106,2025-01-11,4,14.68
897,103,2025-01-24,4,46.34
898,107,2025-01-22,1,43.3
899,105,2025-01-29,4,24.17
900,109,2025-01-04,3,25.9
901,105,2025-01-30,5,20.57
902,110,2025-01-04,2,27.16
903,107,2025-01-27,4,32.58
904,101,2025-01-22,2,45.62
905,106,2025-01-20,4,44.65
906,101,2025-01-23,3,45.98
907,102,2025-01-08,3,17.77
908,105,2025-01-23,2,44.69
909,101,2025-01-06,3,11.57
910,106,2025-01-19,2,32.2
911,105,2025-01-10,4,45.64
912,101,2025-01-08,2,32.47
913,102,2025-01-18,4,12.31
914,100,2025-01-14,5,47.82
915,103,2025-01-07,2,40.86
916,100,2025-01-01,2,21.78
917,106,2025-01-19,1,46.51
918,105,2025-01-29,4,35.59
919,108,2025-01-07,2,38.26
920,109,2025-01-24,5,18.36
921,107,2025-01-26,1,36.67
922,103,2025-01-16,5,21.6
923,108,2025-01-18,5,32.09
924,102,2025-01-18,1,28.07
925,104,2025-01-01,1,38.97
926,101,2025-01-01,4,46.64
927,109,2025-01-26,5,31.46
928,109,2025-01-20,1,47.9
929,101,2025-01-02,2,32.0
930,102,2025-01-13,4,47.26
931,109,2025-01-12,3,29.4
932,110,2025-01-28,3,41.47
933,101,2025-01-08,4,23.77
934,108,2025-01-10,2,41.7
935,100,2025-01-10,5,45.1
936,104,2025-01-01,5,20.43
937,105,2025-01-19,3,27.0
938,105,2025-01-30,1,27.26
939,107,2025-01-10,1,25.97
940,103,2025-01-01,3,29.6
941,108,2025-01-17,2,31.66
942,109,2025-01-23,1,17.87
943,109,2025-01-20,3,23.57
944,101,2025-01-15,4,25.13
945,106,2025-01-07,5,27.37
946,109,2025-01-16,4,36.15
947,104,2025-01-07,3,27.09
948,106,2025-01-24,1,43.58
949,107,2025-01-16,3,11.88
950,108,2025-01-28,3,21.11
951,100,2025-01-28,2,11.14
952,109,2025-01-19,3,40.72
953,106,2025-01-18,1,33.91
954,107,2025-01-11,2,11.46
955,103,2025-01-08,2,39.38
956,103,2025-01-27,5,49.29
957,103,2025-01-22,2,34.92
958,108,2025-01-31,2,26.36
959,108,2025-01-03,4,21.05
960,106,2025-01-19,3,40.88
961,109,2025-01-19,2,38.69
962,106,2025-01-21,1,39.6
963,103,2025-01-04,4,15.96
964,110,2025-01-26,5,42.94
965,104,2025-01-02,2,30.43
966,107,2025-01-31,2,23.56
967,101,2025-01-24,5,30.79
968,102,2025-01-29,2,27.13
969,100,2025-01-07,4,21.03
970,108,2025-01-12,4,10.22
971,107,2025-01-02,3,15.74
972,102,2025-01-10,2,44.14
973,109,2025-01-14,5,25.68
974,110,2025-01-21,1,22.25
975,103,2025-01-18,2,49.06
976,109,2025-01-30,5,48.74
977,107,2025-01-06,3,34.16
978,104,2025-01-25,3,45.82
979,105,2025-01-04,5,46.47
980,109,2025-01-11,4,23.46
981,105,2025-01-31,3,32.98
982,101,2025-01-07,3,20.22
983,109,2025-01-17,5,29.24
984,104,2025-01-22,3,26.96
985,109,2025-01-04,5,31.89
986,102,2025-01-20,5,30.99
987,101,2025-01-04,4,26.01
988,103,2025-01-01,1,29.33
989,104,2025-01-12,1,33.09
990,105,2025-01-22,4,21.21
991,108,2025-01-05,1,29.4
992,100,2025-01-17,1,21.62
993,110,2025-01-31,4,20.78
994,108,2025-01-06,1,15.19
995,107,2025-01-02,2,25.21
996,110,2025-01-28,2,43.68
997,100,2025-01-14,3,16.95
998,105,2025-01-10,4,24.88
999,104,2025-01-15,5,31.96
1000,101,2025-01-30,3,18.07
1001,101,2025-01-16,2,19.21
1002,103,2025-01-20,4,46.66
1003,101,2025-01-10,5,20.46
1004,102,2025-01-26,4,46.89
1005,105,2025-01-02,4,27.5
1006,106,2025-01-10,4,22.88
1007,110,2025-01-11,2,19.69
1008,107,2025-01-18,3,22.93
1009,110,2025-01-01,2,12.69
1010,102,2025-01-26,4,42.69
1011,106,2025-01-17,2,26.79
1012,107,2025-01-17,1,30.67
1013,106,2025-01-10,5,49.13
1014,101,2025-01-31,1,40.28
1015,102,2025-01-13,2,28.37
1016,103,2025-01-23,2,33.66
1017,108,2025-01-11,5,46.11
1018,102,2025-01-02,1,30.21
1019,100,2025-01-02,3,46.05
1020,100,2025-01-30,1,19.76
1021,106,2025-01-01,2,43.03
1022,110,2025-01-04,5,11.45
1023,109,2025-01-12,5,46.27
1024,110,2025-01-25,2,42.63
1025,106,2025-01-08,3,40.58
1026,100,2025-01-20,5,15.08
1027,106,2025-01-04,2,38.21
1028,105,2025-01-02,3,47.97
1029,100,2025-01-05,2,36.11
1030,102,2025-01-15,3,26.51
1031,106,2025-01-31,4,28.77
1032,103,2025-01-24,5,49.93
1033,104,2025-01-29,5,28.94
1034,105,2025-01-05,3,15.72
1035,105,2025-01-27,5,45.1
1036,104,2025-01-26,3,31.41
1037,100,2025-01-24,3,43.35
1038,108,2025-01-13,4,42.88
1039,107,2025-01-06,4,25.29
1040,105,2025-01-10,2,19.82
1041,100,2025-01-01,3,10.91
1042,108,2025-01-05,3,20.36
1043,108,2025-01-29,4,31.7
1044,109,2025-01-16,4,33.06
1045,110,2025-01-16,3,41.35
1046,108,2025-01-26,4,47.8
1047,105,2025-01-20,4,36.23
1048,102,2025-01-17,2,36.38
1049,103,2025-01-12,2,31.16
1050,101,2025-01-21,4,10.32
1051,110,2025-01-30,2,34.61
1052,104,2025-01-21,3,44.27
1053,105,2025-01-01,3,17.38
1054,101,2025-01-23,1,24.65
1055,107,2025-01-08,2,13.5
1056,105,2025-01-26,4,40.46
1057,110,2025-01-01,1,14.8
1058,104,2025-01-25,2,31.72
1059,110,2025-01-02,4,31.65
1060,106,2025-01-07,3,40.42
1061,109,2025-01-07,1,16.65
1062,107,2025-01-29,1,14.36
1063,103,2025-01-24,1,24.03
1064,102,2025-01-07,3,22.88
1065,108,2025-01-17,3,18.34
1066,110,2025-01-30,2,36.79
1067,108,2025-01-29,4,28.59
1068,105,2025-01-24,5,10.94
1069,106,2025-01-08,5,14.18
1070,102,2025-01-01,2,37.25
1071,106,2025-01-09,5,45.38
1072,107,2025-01-25,3,25.71
1073,103,2025-01-06,1,26.42
1074,104,2025-01-28,3,40.32
1075,102,2025-01-16,4,20.48
1076,108,2025-01-21,5,30.11
1077,100,2025-01-12,5,25.34
1078,101,2025-01-13,4,30.47
1079,109,2025-01-26,5,20.81
1080,101,2025-01-02,4,13.6
1081,107,2025-01-30,4,37.39
1082,101,2025-01-02,1,29.4
1083,104,2025-01-24,4,39.93
1084,109,2025-01-19,4,44.78
1085,102,2025-01-02,1,41.49
1086,106,2025-01-26,5,23.19
1087,110,2025-01-14,4,36.04
1088,108,2025-01-11,3,35.53
1089,101,2025-01-03,3,10.13
1090,103,2025-01-26,2,39.77
1091,105,2025-01-11,4,22.94
1092,104,2025-01-06,1,27.84
1093,104,2025-01-15,2,30.51
1094,100,2025-01-17,5,38.75
1095,100,2025-01-07,3,42.95
1096,103,2025-01-18,5,25.7
1097,100,2025-01-03,2,45.98
1098,102,2025-01-09,4,39.8
1099,106,2025-01-02,3,12.21
1100,110,2025-01-26,1,32.11
1101,102,2025-01-17,5,36.22
1102,104,2025-01-09,5,46.62
1103,106,2025-01-17,3,19.01
1104,108,2025-01-05,2,42.19
1105,100,2025-01-02,3,42.0
1106,104,2025-01-13,1,41.87
1107,104,2025-01-15,4,20.11
1108,103,2025-01-03,3,38.56
1109,103,2025-01-11,1,48.21
1110,106,2025-01-10,5,21.66
1111,103,2025-01-25,3,48.35
1112,109,2025-01-15,5,30.79
1113,102,2025-01-05,1,48.35
1114,107,2025-01-06,5,35.15
1115,100,2025-01-11,3,24.38
1116,100,2025-01-28,3,34.81
1117,106,2025-01-27,1,30.31
1118,107,2025-01-11,3,44.06
1119,108,2025-01-03,3,42.11
1120,109,2025-01-28,5,13.21
1121,104,2025-01-02,4,13.4
1122,107,2025-01-18,2,11.28
1123,107,2025-01-18,3,13.45
1124,103,2025-01-28,4,19.21
1125,109,2025-01-21,4,44.64
1126,106,2025-01-27,4,38.32
1127,107,2025-01-31,2,46.32
1128,110,2025-01-31,3,23.28
1129,100,2025-01-12,3,22.28
1130,102,2025-01-18,5,15.45
1131,109,2025-01-26,3,29.73
1132,101,2025-01-15,1,28.21
1133,106,2025-01-22,4,10.5
1134,100,2025-01-12,5,26.46
1135,102,2025-01-11,1,44.97
1136,104,2025-01-11,3,12.99
1137,109,2025-01-29,4,19.06
1138,107,2025-01-27,5,24.36
1139,101,2025-01-20,1,40.4
1140,110,2025-01-16,2,31.87
1141,100,2025-01-31,2,15.44
1142,105,2025-01-30,3,23.1
1143,101,2025-01-13,4,24.58
1144,102,2025-01-10,5,39.3
1145,103,2025-01-24,5,11.26
1146,107,2025-01-27,4,48.41
1147,110,2025-01-17,5,49.83
1148,107,2025-01-12,2,36.18
1149,109,2025-01-06,4,38.22
1150,108,2025-01-22,1,14.53
1151,100,2025-01-26,4,33.92
1152,105,2025-01-28,5,35.86
1153,104,2025-01-22,2,26.01
1154,102,2025-01-03,1,35.52
1155,106,2025-01-20,5,32.9
1156,109,2025-01-29,1,15.98
1157,104,2025-01-01,1,45.11
1158,105,2025-01-04,1,12.03
1159,109,2025-01-21,1,18.92
1160,104,2025-01-11,3,26.44
1161,110,2025-01-15,5,24.63
1162,101,2025-01-31,2,20.5
1163,104,2025-01-28,2,37.35
1164,106,2025-01-22,4,32.7
1165,107,2025-01-13,1,36.47
1166,109,2025-01-09,4,20.85
1167,109,2025-01-21,5,32.3
1168,108,2025-01-23,1,36.97
1169,105,2025-01-02,5,32.39
1170,100,2025-01-30,2,28.61
1171,102,2025-01-18,3,19.06
1172,108,2025-01-08,4,43.98
1173,108,2025-01-17,2,24.27
1174,102,2025-01-28,4,16.02
1175,102,2025-01-03,4,39.37
1176,102,2025-01-12,4,24.39
1177,104,2025-01-09,5,43.6
1178,104,2025-01-31,1,35.42
1179,107,2025-01-06,1,39.48
1180,101,2025-01-09,4,24.6
1181,107,2025-01-29,1,48.29
1182,106,2025-01-20,1,32.83
1183,108,2025-01-31,5,16.3
1184,108,2025-01-20,2,22.9
1185,106,2025-01-07,4,47.5
1186,107,2025-01-11,4,46.92
1187,103,2025-01-10,5,21.59
1188,109,2025-01-19,1,25.03
1189,102,2025-01-05,3,42.91
1190,101,2025-01-19,4,42.02
1191,110,2025-01-16,1,36.67
1192,105,2025-01-04,1,31.03
1193,108,2025-01-18,3,46.67
1194,102,2025-01-15,4,37.91
1195,109,2025-01-06,3,26.15
1196,108,2025-01-22,3,49.97
1197,105,2025-01-07,3,42.88
1198,110,2025-01-14,4,49.68
1199,103,2025-01-15,5,13.07
1200,102,2025-01-30,5,43.4
1201,102,2025-01-08,4,27.65
1202,103,2025-01-12,1,10.3
1203,110,2025-01-16,3,44.57
1204,106,2025-01-16,3,40.16
1205,108,2025-01-05,5,34.62
1206,109,2025-01-08,5,34.46
1207,101,2025-01-20,3,49.51
1208,107,2025-01-15,1,47.81
1209,107,2025-01-14,3,39.48
1210,110,2025-01-24,5,17.21
1211,103,2025-01-30,1,21.48
1212,104,2025-01-05,4,29.33
1213,108,2025-01-23,4,35.54
1214,107,2025-01-19,5,30.5
1215,100,2025-01-18,1,12.87
1216,106,2025-01-17,5,48.84
1217,107,2025-01-17,5,12.94
1218,106,2025-01-11,1,36.56
1219,103,2025-01-14,1,40.24
1220,109,2025-01-19,2,24.67
1221,100,2025-01-23,1,17.63
1222,101,2025-01-26,4,45.64
1223,100,2025-01-05,2,31.57
1224,105,2025-01-01,5,49.08
1225,100,2025-01-28,3,35.21
1226,105,2025-01-17,1,27.14
1227,108,2025-01-12,5,47.6
1228,103,2025-01-05,2,19.69
1229,106,2025-01-30,1,31.63
1230,101,2025-01-15,3,19.84
1231,100,2025-01-25,2,20.01
1232,101,2025-01-13,4,17.55
1233,106,2025-01-18,4,39.89
1234,105,2025-01-22,5,34.2
1235,102,2025-01-17,2,39.54
1236,107,2025-01-24,5,33.51
1237,108,2025-01-25,4,27.84
1238,103,2025-01-10,3,48.25
1239,102,2025-01-04,1,27.31
1240,110,2025-01-27,5,25.12
1241,108,2025-01-16,1,17.78
1242,104,2025-01-21,1,35.17
1243,104,2025-01-14,5,48.31
1244,105,2025-01-25,1,29.92
1245,106,2025-01-25,2,19.5
1246,102,2025-01-28,1,14.87
1247,100,2025-01-11,4,26.88
1248,101,2025-01-11,5,18.29
1249,109,2025-01-27,1,22.5
1250,109,2025-01-20,5,13.3
1251,106,2025-01-31,1,32.49
1252,107,2025-01-17,5,11.63
1253,107,2025-01-13,3,44.8
1254,109,2025-01-03,1,32.44
1255,101,2025-01-13,3,12.1
1256,105,2025-01-18,4,37.63
1257,103,2025-01-28,1,37.64
1258,102,2025-01-21,1,21.54
1259,101,2025-01-13,5,35.2
1260,106,2025-01-13,2,34.4
1261,104,2025-01-03,5,39.06
1262,107,2025-01-01,5,21.7
1263,101,2025-01-31,4,27.62
1264,107,2025-01-25,3,33.82
1265,107,2025-01-02,5,17.52
1266,108,2025-01-22,3,16.7
1267,103,2025-01-07,5,11.84
1268,103,2025-01-16,2,13.09
1269,100,2025-01-01,2,45.17
1270,108,2025-01-24,5,29.72
1271,105,2025-01-06,2,30.44
1272,101,2025-01-08,1,15.99
1273,108,2025-01-21,2,10.13
1274,108,2025-01-14,1,48.44
1275,107,2025-01-24,4,18.25
1276,109,2025-01-19,5,27.3
1277,106,2025-01-03,5,35.44
1278,101,2025-01-18,3,41.08
1279,107,2025-01-04,2,47.1
1280,101,2025-01-19,4,43.64
1281,107,2025-01-04,3,40.67
1282,100,2025-01-07,4,29.17
1283,110,2025-01-06,2,37.58
1284,103,2025-01-13,2,10.89
1285,110,2025-01-23,4,40.63
1286,110,2025-01-12,2,28.13
1287,108,2025-01-16,5,33.32
1288,104,2025-01-03,1,45.23
1289,101,2025-01-19,2,31.19
1290,101,2025-01-03,5,47.79
1291,103,2025-01-07,1,43.61
1292,107,2025-01-31,1,42.97
1293,102,2025-01-21,3,12.09
1294,106,2025-01-18,2,20.59
1295,102,2025-01-14,3,38.45
1296,110,2025-01-26,1,39.21
1297,102,2025-01-22,5,36.95
1298,105,2025-01-31,4,27.84
1299,105,2025-01-10,3,23.26
1300,101,2025-01-03,5,26.12
1301,106,2025-01-19,3,47.8
1302,105,2025-01-24,4,38.28
1303,100,2025-01-19,2,36.24
1304,101,2025-01-10,3,12.43
1305,108,2025-01-09,2,20.98
1306,101,2025-01-20,4,19.43
1307,104,2025-01-20,4,24.11
1308,100,2025-01-04,4,31.39
1309,101,2025-01-25,4,14.52
1310,108,2025-01-05,1,27.54
1311,100,2025-01-23,5,39.62
1312,109,2025-01-12,4,41.42
1313,104,2025-01-16,4,12.74
1314,107,2025-01-15,3,13.72
1315,100,2025-01-13,5,49.66
1316,108,2025-01-26,1,38.96
1317,109,2025-01-14,5,24.22
1318,107,2025-01-15,5,45.13
1319,101,2025-01-18,2,20.07
1320,110,2025-01-05,1,36.83
1321,102,2025-01-26,1,10.62
1322,105,2025-01-30,4,10.51
1323,104,2025-01-27,2,27.81
1324,107,2025-01-25,2,18.14
1325,103,2025-01-04,4,18.12
1326,102,2025-01-28,3,30.46
1327,110,2025-01-19,5,36.08
1328,104,2025-01-22,1,38.1
1329,106,2025-01-12,5,34.98
1330,104,2025-01-10,5,37.15
1331,105,2025-01-12,3,21.52
1332,109,2025-01-07,3,36.11
1333,105,2025-01-05,3,45.26
1334,104,2025-01-22,2,41.11
1335,101,2025-01-24,2,20.05
1336,105,2025-01-23,4,17.0
1337,104,2025-01-20,2,23.98
1338,105,2025-01-11,3,31.97
1339,106,2025-01-17,5,36.96
1340,105,2025-01-06,3,38.31
1341,104,2025-01-18,5,26.53
1342,109,2025-01-27,2,18.98
1343,100,2025-01-06,5,15.07
1344,109,2025-01-19,5,19.85
1345,109,2025-01-16,1,19.27
1346,104,2025-01-23,4,14.93
1347,101,2025-01-08,5,31.51
1348,105,2025-01-30,3,43.71
1349,104,2025-01-06,2,47.74
1350,104,2025-01-19,2,34.43
1351,110,2025-01-15,1,38.9
1352,110,2025-01-31,3,28.17
1353,103,2025-01-05,4,49.15
1354,100,2025-01-16,4,48.62
1355,110,2025-01-08,4,15.48
1356,100,2025-01-14,3,11.0
1357,108,2025-01-29,1,26.12
1358,105,2025-01-15,3,10.2
1359,100,2025-01-20,1,22.59
1360,108,2025-01-25,4,28.14
1361,110,2025-01-19,2,16.99
1362,106,2025-01-06,1,40.21
1363,109,2025-01-25,3,23.44
1364,101,2025-01-07,1,45.76
1365,108,2025-01-20,5,29.62
1366,102,2025-01-31,2,27.24
1367,110,2025-01-27,5,29.66
1368,109,2025-01-29,3,25.77
1369,110,2025-01-26,3,39.83
1370,109,2025-01-13,3,43.0
1371,100,2025-01-05,2,33.7
1372,106,2025-01-25,2,45.53
1373,108,2025-01-28,3,44.68
1374,103,2025-01-04,5,34.65
1375,101,2025-01-13,5,19.82
1376,100,2025-01-05,4,25.58
1377,110,2025-01-29,5,15.96
1378,110,2025-01-18,2,37.06
1379,103,2025-01-19,5,17.41
1380,102,2025-01-07,4,12.99
1381,109,2025-01-27,1,20.54
1382,100,2025-01-10,1,33.33
1383,109,2025-01-26,5,36.17
1384,105,2025-01-20,5,37.14
1385,109,2025-01-30,5,34.97
1386,108,2025-01-09,1,18.66
1387,105,2025-01-30,3,33.1
1388,104,2025-01-06,3,14.91
1389,107,2025-01-17,5,28.3
1390,109,2025-01-22,5,29.69
1391,103,2025-01-03,3,35.31
1392,103,2025-01-17,1,48.59
1393,106,2025-01-06,3,22.03
1394,109,2025-01-22,4,44.33
1395,106,2025-01-07,1,17.35
1396,105,2025-01-19,2,42.49
1397,108,2025-01-02,2,44.81
1398,104,2025-01-20,2,48.79
1399,107,2025-01-13,3,16.9
1400,108,2025-01-31,3,11.05
1401,101,2025-01-03,5,35.77
1402,104,2025-01-07,2,27.92
1403,110,2025-01-06,5,46.11
1404,109,2025-01-06,4,26.18
1405,103,2025-01-20,3,18.54
1406,109,2025-01-22,2,46.48
1407,107,2025-01-05,2,12.29
1408,105,2025-01-08,1,14.05
1409,108,2025-01-18,2,36.66
1410,104,2025-01-26,3,31.15
1411,107,2025-01-24,1,10.35
1412,110,2025-01-18,5,47.27
1413,107,2025-01-20,2,43.64
1414,104,2025-01-21,4,40.07
1415,107,2025-01-29,2,21.48
1416,102,2025-01-27,5,27.74
1417,101,2025-01-31,4,32.58
1418,105,2025-01-13,1,14.92
1419,106,2025-01-19,1,39.46
1420,110,2025-01-05,4,22.9
1421,108,2025-01-23,3,36.22
1422,104,2025-01-27,2,19.71
1423,104,2025-01-28,4,26.57
1424,102,2025-01-14,4,35.15
1425,102,2025-01-28,1,43.29
1426,103,2025-01-28,2,15.9
1427,104,2025-01-19,5,36.04
1428,110,2025-01-09,1,48.98
1429,106,2025-01-31,5,11.61
1430,110,2025-01-16,3,28.83
1431,103,2025-01-25,2,39.72
1432,103,2025-01-12,3,13.08
1433,110,2025-01-03,5,37.47
1434,103,2025-01-20,2,18.18
1435,102,2025-01-20,5,19.8
1436,104,2025-01-12,4,33.77
1437,104,2025-01-10,2,44.25
1438,105,2025-01-03,2,34.65
1439,101,2025-01-22,4,24.1
1440,104,2025-01-31,2,41.99
1441,108,2025-01-06,4,28.54
1442,100,2025-01-27,3,23.7
1443,109,2025-01-20,4,43.81
1444,102,2025-01-26,5,16.08
1445,101,2025-01-14,2,18.66
1446,103,2025-01-23,5,14.6
1447,109,2025-01-30,5,47.05
1448,100,2025-01-15,5,13.27
1449,109,2025-01-28,2,27.74
1450,107,2025-01-20,3,38.3
1451,103,2025-01-27,4,23.78
1452,105,2025-01-20,3,12.9
1453,110,2025-01-19,4,30.28
1454,107,2025-01-16,5,33.59
1455,105,2025-01-29,5,32.71
1456,102,2025-01-25,1,29.92
1457,105,2025-01-28,3,42.14
1458,106,2025-01-21,5,32.3
1459,101,2025-01-21,1,44.03
1460,109,2025-01-17,1,19.26
1461,107,2025-01-14,3,27.77
1462,106,2025-01-01,3,10.04
1463,110,2025-01-27,5,40.62
1464,101,2025-01-29,2,12.5
1465,106,2025-01-30,2,47.61
1466,103,2025-01-23,4,35.08
1467,104,2025-01-21,5,21.4
1468,101,2025-01-18,4,49.08
1469,104,2025-01-29,4,22.34
1470,106,2025-01-23,4,45.79
1471,108,2025-01-17,4,49.15
1472,102,2025-01-28,1,33.48
1473,101,2025-01-09,3,39.27
1474,102,2025-01-18,2,49.57
1475,109,2025-01-25,4,15.15
1476,105,2025-01-28,5,43.06
1477,110,2025-01-29,4,41.82
1478,100,2025-01-21,4,27.73
1479,105,2025-01-22,4,35.77
1480,106,2025-01-05,4,28.0
1481,102,2025-01-10,3,13.71
1482,100,2025-01-29,3,20.78
1483,100,2025-01-10,2,11.17
1484,102,2025-01-11,2,47.08
1485,106,2025-01-19,4,39.96
1486,100,2025-01-09,2,49.07
1487,106,2025-01-29,1,18.57
1488,100,2025-01-24,1,42.79
1489,103,2025-01-23,4,43.14
1490,109,2025-01-27,1,44.25
1491,108,2025-01-24,5,17.0
1492,102,2025-01-23,4,38.18
1493,103,2025-01-22,1,40.39
1494,100,2025-01-13,4,41.99
1495,102,2025-01-31,4,22.77
1496,106,2025-01-05,3,29.28
1497,105,2025-01-31,3,15.88
1498,104,2025-01-21,2,11.13
1499,102,2025-01-15,4,44.53
1500,106,2025-01-01,3,42.41
1501,110,2025-01-16,5,11.9
1502,110,2025-01-17,3,44.85
1503,106,2025-01-21,3,31.39
1504,108,2025-01-22,5,18.81
1505,108,2025-01-20,5,48.22
1506,109,2025-01-26,3,44.56
1507,104,2025-01-15,1,27.12
1508,109,2025-01-10,3,39.93
1509,101,2025-01-26,1,45.36
1510,101,2025-01-02,5,27.79
1511,103,2025-01-03,3,49.76
1512,105,2025-01-27,5,20.11
1513,110,2025-01-01,3,39.61
1514,103,2025-01-11,1,25.71
1515,108,2025-01-17,3,30.77
1516,104,2025-01-07,4,25.19
1517,103,2025-01-22,2,13.54
1518,103,2025-01-01,4,28.03
1519,105,2025-01-16,3,22.24
1520,108,2025-01-24,5,16.94
1521,101,2025-01-29,4,42.99
1522,104,2025-01-02,4,18.75
1523,109,2025-01-25,5,32.31
1524,100,2025-01-20,3,40.77
1525,109,2025-01-29,1,21.59
1526,109,2025-01-04,4,10.05
1527,104,2025-01-26,3,34.19
1528,105,2025-01-02,4,35.2
1529,102,2025-01-02,2,27.62
1530,100,2025-01-04,5,24.94
1531,104,2025-01-11,1,47.33
1532,104,2025-01-21,5,26.64
1533,105,2025-01-31,1,13.3
1534,102,2025-01-09,1,35.68
1535,109,2025-01-18,3,10.6
1536,101,2025-01-24,1,25.79
1537,103,2025-01-19,5,42.79
1538,105,2025-01-21,5,37.37
1539,103,2025-01-30,1,49.72
1540,105,2025-01-18,5,30.92
1541,101,2025-01-16,1,33.24
1542,109,2025-01-13,5,16.05
1543,105,2025-01-02,3,25.49
1544,108,2025-01-08,3,36.48
1545,105,2025-01-06,1,18.2
1546,100,2025-01-29,5,43.87
1547,105,2025-01-10,1,18.16
1548,107,2025-01-01,5,20.63
1549,102,2025-01-06,5,16.99
1550,104,2025-01-28,5,41.18
1551,104,2025-01-20,3,30.75
1552,109,2025-01-04,3,19.75
1553,100,2025-01-26,2,35.35
1554,108,2025-01-09,5,28.49
1555,103,2025-01-21,5,20.09
1556,107,2025-01-24,1,48.33
1557,101,2025-01-28,4,12.87
1558,103,2025-01-11,5,10.09
1559,104,2025-01-09,2,28.38
1560,107,2025-01-31,3,11.8
1561,109,2025-01-30,1,19.54
1562,109,2025-01-23,1,38.86
1563,110,2025-01-18,1,19.33
1564,100,2025-01-28,5,28.96
1565,103,2025-01-13,3,23.65
1566,107,2025-01-20,5,20.23
1567,104,2025-01-01,3,44.85
1568,103,2025-01-12,3,19.82
1569,102,2025-01-02,4,34.73
1570,107,2025-01-01,4,12.55
1571,108,2025-01-17,3,34.81
1572,109,2025-01-02,4,14.85
1573,108,2025-01-14,2,47.11
1574,103,2025-01-28,3,27.87
1575,107,2025-01-09,5,30.92
1576,107,2025-01-21,2,47.68
1577,102,2025-01-08,3,24.76
1578,107,2025-01-29,5,24.81
1579,102,2025-01-22,4,44.2
1580,104,2025-01-14,1,20.37
1581,109,2025-01-23,2,24.11
1582,110,2025-01-09,3,16.54
1583,103,2025-01-02,1,23.82
1584,107,2025-01-30,3,37.82
1585,104,2025-01-08,4,15.75
1586,102,2025-01-14,1,46.26
1587,106,2025-01-21,1,14.13
1588,109,2025-01-21,2,40.61
1589,107,2025-01-27,5,42.43
1590,104,2025-01-01,1,38.46
1591,104,2025-01-19,4,43.63
1592,102,2025-01-13,3,46.08
1593,106,2025-01-12,3,22.19
1594,110,2025-01-04,4,38.53
1595,107,2025-01-10,5,11.89
1596,108,2025-01-13,2,21.2
1597,106,2025-01-30,5,30.89
1598,109,2025-01-19,5,11.8
1599,103,2025-01-20,5,24.34
1600,106,2025-01-31,5,20.83
1601,104,2025-01-12,3,49.73
1602,105,2025-01-06,5,30.85
1603,104,2025-01-02,3,48.39
1604,102,2025-01-18,1,31.12
1605,109,2025-01-02,3,38.76
1606,100,2025-01-13,2,33.54
